,COUNTRY,MISSION,DATE,EMPLOYMENT VISA,TOURIST VISA,BUSINESS VISA,CONFERENCE VISA,BUS VISA INDSPOUSE,BUSINESS VISA TRANSFER,DIPLOMATIC VISA,DIPLOMATIC DEPENDANT VISA,EMPLOYMENT VISA INDSPOUSE,ENTRY VISA,MEDICAL VISA,MEDICAL ATTENDENT VISA,MISSIONARY VISA,PILGRIMAGE VISA,RESEARCH VISA,PROJECT VISA,TRANSIT VISA,VISIT VISA,ART SURROGACY,LONG TERM VISA TRANSFER,STUDENT VISA
0,CANADA,CANADA-TORONTO,7/26/2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,BANGLADESH,BANGLADESH-CHITTAGONG,7/28/2010,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,BANGLADESH,BANGLADESH-CHITTAGONG,7/29/2010,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,BANGLADESH,BANGLADESH-CHITTAGONG,4/8/2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,BANGLADESH,BANGLADESH-CHITTAGONG,5/8/2010,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
5,BANGLADESH,BANGLADESH-CHITTAGONG,8/8/2010,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BANGLADESH,BANGLADESH-CHITTAGONG,9/8/2010,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
7,BANGLADESH,BANGLADESH-CHITTAGONG,10/8/2010,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,BANGLADESH,BANGLADESH-CHITTAGONG,11/8/2010,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BANGLADESH,BANGLADESH-CHITTAGONG,12/8/2010,0,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BANGLADESH,BANGLADESH-CHITTAGONG,8/16/2010,0,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
11,BANGLADESH,BANGLADESH-CHITTAGONG,8/17/2010,0,112,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12,BANGLADESH,BANGLADESH-CHITTAGONG,8/18/2010,0,98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13,BANGLADESH,BANGLADESH-CHITTAGONG,8/19/2010,0,141,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14,BANGLADESH,BANGLADESH-CHITTAGONG,8/22/2010,0,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,BANGLADESH,BANGLADESH-CHITTAGONG,8/23/2010,0,157,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0
16,BANGLADESH,BANGLADESH-CHITTAGONG,8/24/2010,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
17,BANGLADESH,BANGLADESH-CHITTAGONG,8/25/2010,0,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,BANGLADESH,BANGLADESH-CHITTAGONG,8/26/2010,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
19,BANGLADESH,BANGLADESH-CHITTAGONG,8/29/2010,0,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
20,BANGLADESH,BANGLADESH-CHITTAGONG,8/30/2010,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
21,BANGLADESH,BANGLADESH-CHITTAGONG,8/31/2010,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,BANGLADESH,BANGLADESH-CHITTAGONG,1/9/2010,0,216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
23,BANGLADESH,BANGLADESH-CHITTAGONG,5/9/2010,0,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,BANGLADESH,BANGLADESH-RAJSHAHI,5/9/2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,BANGLADESH,BANGLADESH-CHITTAGONG,6/9/2010,0,208,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,BANGLADESH,BANGLADESH-CHITTAGONG,7/9/2010,0,237,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
27,BANGLADESH,BANGLADESH-RAJSHAHI,7/9/2010,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,BANGLADESH,BANGLADESH-CHITTAGONG,8/9/2010,0,234,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
29,BANGLADESH,BANGLADESH-RAJSHAHI,8/9/2010,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
30,BANGLADESH,BANGLADESH-CHITTAGONG,9/9/2010,0,138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
31,BANGLADESH,BANGLADESH-RAJSHAHI,9/9/2010,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,BANGLADESH,BANGLADESH-CHITTAGONG,12/9/2010,0,174,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
33,BANGLADESH,BANGLADESH-RAJSHAHI,12/9/2010,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,BANGLADESH,BANGLADESH-CHITTAGONG,9/13/2010,0,149,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
35,BANGLADESH,BANGLADESH-RAJSHAHI,9/13/2010,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,BANGLADESH,BANGLADESH-CHITTAGONG,9/14/2010,0,138,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,BANGLADESH,BANGLADESH-RAJSHAHI,9/14/2010,0,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,BANGLADESH,BANGLADESH-CHITTAGONG,9/15/2010,0,173,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39,BANGLADESH,BANGLADESH-RAJSHAHI,9/15/2010,0,66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
40,BANGLADESH,BANGLADESH-CHITTAGONG,9/16/2010,0,156,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
41,BANGLADESH,BANGLADESH-RAJSHAHI,9/16/2010,0,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,BANGLADESH,BANGLADESH-CHITTAGONG,9/19/2010,0,114,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
43,BANGLADESH,BANGLADESH-RAJSHAHI,9/19/2010,0,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,BANGLADESH,BANGLADESH-CHITTAGONG,9/20/2010,0,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
45,BANGLADESH,BANGLADESH-RAJSHAHI,9/20/2010,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,BANGLADESH,BANGLADESH-CHITTAGONG,9/21/2010,0,112,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,BANGLADESH,BANGLADESH-RAJSHAHI,9/21/2010,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,BANGLADESH,BANGLADESH-CHITTAGONG,9/22/2010,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49,BANGLADESH,BANGLADESH-RAJSHAHI,9/22/2010,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,BANGLADESH,BANGLADESH-CHITTAGONG,9/23/2010,0,154,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
51,BANGLADESH,BANGLADESH-RAJSHAHI,9/23/2010,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,BANGLADESH,BANGLADESH-CHITTAGONG,9/26/2010,0,120,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,BANGLADESH,BANGLADESH-RAJSHAHI,9/26/2010,0,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,BANGLADESH,BANGLADESH-CHITTAGONG,9/27/2010,0,141,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,BANGLADESH,BANGLADESH-RAJSHAHI,9/27/2010,0,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56,BANGLADESH,BANGLADESH-CHITTAGONG,9/28/2010,0,136,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,BANGLADESH,BANGLADESH-RAJSHAHI,9/28/2010,0,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,BANGLADESH,BANGLADESH-CHITTAGONG,9/29/2010,0,191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,BANGLADESH,BANGLADESH-RAJSHAHI,9/29/2010,0,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60,BANGLADESH,BANGLADESH-CHITTAGONG,9/30/2010,0,165,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,BANGLADESH,BANGLADESH-RAJSHAHI,9/30/2010,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,BANGLADESH,BANGLADESH-CHITTAGONG,3/10/2010,0,120,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
63,BANGLADESH,BANGLADESH-RAJSHAHI,3/10/2010,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
64,BANGLADESH,BANGLADESH-CHITTAGONG,4/10/2010,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,BANGLADESH,BANGLADESH-RAJSHAHI,4/10/2010,0,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66,BANGLADESH,BANGLADESH-CHITTAGONG,5/10/2010,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,BANGLADESH,BANGLADESH-RAJSHAHI,5/10/2010,0,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,BANGLADESH,BANGLADESH-CHITTAGONG,6/10/2010,0,182,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69,BANGLADESH,BANGLADESH-RAJSHAHI,6/10/2010,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,BANGLADESH,BANGLADESH-CHITTAGONG,7/10/2010,0,213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71,BANGLADESH,BANGLADESH-RAJSHAHI,7/10/2010,0,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,BANGLADESH,BANGLADESH-CHITTAGONG,10/10/2010,0,134,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
73,BANGLADESH,BANGLADESH-RAJSHAHI,10/10/2010,0,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,BANGLADESH,BANGLADESH-CHITTAGONG,11/10/2010,0,173,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
75,BANGLADESH,BANGLADESH-RAJSHAHI,11/10/2010,0,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,BANGLADESH,BANGLADESH-CHITTAGONG,12/10/2010,0,132,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
77,BANGLADESH,BANGLADESH-RAJSHAHI,12/10/2010,0,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,BANGLADESH,BANGLADESH-CHITTAGONG,10/13/2010,0,208,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
79,BANGLADESH,BANGLADESH-RAJSHAHI,10/13/2010,0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,BANGLADESH,BANGLADESH-CHITTAGONG,10/14/2010,0,198,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
81,BANGLADESH,BANGLADESH-RAJSHAHI,10/14/2010,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
82,BANGLADESH,BANGLADESH-CHITTAGONG,10/18/2010,0,121,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
83,BANGLADESH,BANGLADESH-RAJSHAHI,10/18/2010,0,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,BANGLADESH,BANGLADESH-CHITTAGONG,10/19/2010,0,141,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
85,BANGLADESH,BANGLADESH-RAJSHAHI,10/19/2010,0,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,BANGLADESH,BANGLADESH-CHITTAGONG,10/20/2010,0,167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
87,BANGLADESH,BANGLADESH-RAJSHAHI,10/20/2010,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
88,BANGLADESH,BANGLADESH-CHITTAGONG,10/21/2010,0,209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,BANGLADESH,BANGLADESH-RAJSHAHI,10/21/2010,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,BANGLADESH,BANGLADESH-CHITTAGONG,10/24/2010,0,139,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
91,BANGLADESH,BANGLADESH-RAJSHAHI,10/24/2010,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,BANGLADESH,BANGLADESH-CHITTAGONG,10/25/2010,0,177,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
93,BANGLADESH,BANGLADESH-RAJSHAHI,10/25/2010,0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,BANGLADESH,BANGLADESH-CHITTAGONG,10/26/2010,0,224,3,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,0
95,BANGLADESH,BANGLADESH-RAJSHAHI,10/26/2010,0,69,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
96,BANGLADESH,BANGLADESH-CHITTAGONG,10/27/2010,0,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
97,BANGLADESH,BANGLADESH-RAJSHAHI,10/27/2010,0,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
98,BANGLADESH,BANGLADESH-CHITTAGONG,10/28/2010,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,BANGLADESH,BANGLADESH-RAJSHAHI,10/28/2010,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100,BANGLADESH,BANGLADESH-CHITTAGONG,10/31/2010,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0
101,BANGLADESH,BANGLADESH-RAJSHAHI,10/31/2010,0,47,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
102,BANGLADESH,BANGLADESH-CHITTAGONG,1/11/2010,0,163,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
103,BANGLADESH,BANGLADESH-RAJSHAHI,1/11/2010,0,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,BANGLADESH,BANGLADESH-CHITTAGONG,2/11/2010,0,190,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
105,BANGLADESH,BANGLADESH-RAJSHAHI,2/11/2010,0,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
106,BANGLADESH,BANGLADESH-CHITTAGONG,3/11/2010,0,245,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
107,BANGLADESH,BANGLADESH-RAJSHAHI,3/11/2010,0,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,BANGLADESH,BANGLADESH-CHITTAGONG,4/11/2010,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0
109,BANGLADESH,BANGLADESH-RAJSHAHI,4/11/2010,0,88,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
110,BANGLADESH,BANGLADESH-CHITTAGONG,7/11/2010,0,314,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
111,BANGLADESH,BANGLADESH-RAJSHAHI,7/11/2010,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
112,BANGLADESH,BANGLADESH-CHITTAGONG,8/11/2010,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,BANGLADESH,BANGLADESH-RAJSHAHI,8/11/2010,0,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,BANGLADESH,BANGLADESH-CHITTAGONG,9/11/2010,0,242,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0
115,BANGLADESH,BANGLADESH-RAJSHAHI,9/11/2010,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,BANGLADESH,BANGLADESH-CHITTAGONG,10/11/2010,0,291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,BANGLADESH,BANGLADESH-RAJSHAHI,10/11/2010,0,103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,BANGLADESH,BANGLADESH-CHITTAGONG,11/11/2010,0,529,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
119,BANGLADESH,BANGLADESH-RAJSHAHI,11/11/2010,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,BANGLADESH,BANGLADESH-CHITTAGONG,12/11/2010,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,BANGLADESH,BANGLADESH-RAJSHAHI,12/11/2010,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,BANGLADESH,BANGLADESH-CHITTAGONG,11/14/2010,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,BANGLADESH,BANGLADESH-RAJSHAHI,11/14/2010,0,150,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
124,BANGLADESH,BANGLADESH-CHITTAGONG,11/15/2010,0,161,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,BANGLADESH,BANGLADESH-RAJSHAHI,11/15/2010,0,193,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,BANGLADESH,BANGLADESH-CHITTAGONG,11/16/2010,0,202,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
127,BANGLADESH,BANGLADESH-RAJSHAHI,11/16/2010,0,163,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
128,BANGLADESH,BANGLADESH-CHITTAGONG,11/18/2010,0,137,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,BANGLADESH,BANGLADESH-RAJSHAHI,11/18/2010,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
130,BANGLADESH,BANGLADESH-CHITTAGONG,11/22/2010,0,178,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
131,BANGLADESH,BANGLADESH-RAJSHAHI,11/22/2010,0,179,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,BANGLADESH,BANGLADESH-CHITTAGONG,11/23/2010,0,153,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0
133,BANGLADESH,BANGLADESH-RAJSHAHI,11/23/2010,0,189,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,BANGLADESH,BANGLADESH-CHITTAGONG,11/24/2010,0,188,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
135,BANGLADESH,BANGLADESH-RAJSHAHI,11/24/2010,0,186,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
136,BANGLADESH,BANGLADESH-CHITTAGONG,11/25/2010,0,185,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
137,BANGLADESH,BANGLADESH-RAJSHAHI,11/25/2010,0,171,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,BANGLADESH,BANGLADESH-CHITTAGONG,11/28/2010,0,175,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
139,BANGLADESH,BANGLADESH-RAJSHAHI,11/28/2010,0,159,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
140,BANGLADESH,BANGLADESH-CHITTAGONG,11/29/2010,0,296,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
141,BANGLADESH,BANGLADESH-RAJSHAHI,11/29/2010,0,191,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,BANGLADESH,BANGLADESH-CHITTAGONG,11/30/2010,0,224,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
143,BANGLADESH,BANGLADESH-RAJSHAHI,11/30/2010,0,171,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,BANGLADESH,BANGLADESH-CHITTAGONG,1/12/2010,0,239,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
145,BANGLADESH,BANGLADESH-RAJSHAHI,1/12/2010,0,177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
146,BANGLADESH,BANGLADESH-CHITTAGONG,2/12/2010,0,252,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
147,BANGLADESH,BANGLADESH-RAJSHAHI,4/12/2010,0,181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,BANGLADESH,BANGLADESH-CHITTAGONG,5/12/2010,0,207,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
149,BANGLADESH,BANGLADESH-RAJSHAHI,5/12/2010,0,159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
150,BANGLADESH,BANGLADESH-CHITTAGONG,6/12/2010,0,188,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,BANGLADESH,BANGLADESH-RAJSHAHI,6/12/2010,0,226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
152,BANGLADESH,BANGLADESH-CHITTAGONG,7/12/2010,0,227,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
153,BANGLADESH,BANGLADESH-RAJSHAHI,7/12/2010,0,158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,BANGLADESH,BANGLADESH-CHITTAGONG,8/12/2010,0,244,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
155,BANGLADESH,BANGLADESH-RAJSHAHI,8/12/2010,0,199,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
156,BANGLADESH,BANGLADESH-CHITTAGONG,9/12/2010,0,254,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,BANGLADESH,BANGLADESH-RAJSHAHI,9/12/2010,0,195,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,BANGLADESH,BANGLADESH-CHITTAGONG,12/12/2010,0,225,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,BANGLADESH,BANGLADESH-RAJSHAHI,12/12/2010,0,224,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,BANGLADESH,BANGLADESH-CHITTAGONG,12/13/2010,0,240,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
161,BANGLADESH,BANGLADESH-RAJSHAHI,12/13/2010,0,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,BANGLADESH,BANGLADESH-CHITTAGONG,12/14/2010,0,258,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,BANGLADESH,BANGLADESH-RAJSHAHI,12/14/2010,0,199,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,BANGLADESH,BANGLADESH-CHITTAGONG,12/15/2010,0,338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,BANGLADESH,BANGLADESH-RAJSHAHI,12/15/2010,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,BANGLADESH,BANGLADESH-CHITTAGONG,12/19/2010,0,258,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
167,BANGLADESH,BANGLADESH-RAJSHAHI,12/19/2010,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,BANGLADESH,BANGLADESH-CHITTAGONG,12/20/2010,0,234,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,BANGLADESH,BANGLADESH-RAJSHAHI,12/20/2010,0,211,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,BANGLADESH,BANGLADESH-CHITTAGONG,12/21/2010,0,258,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
171,BANGLADESH,BANGLADESH-RAJSHAHI,12/21/2010,0,210,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,BANGLADESH,BANGLADESH-CHITTAGONG,12/22/2010,0,277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
173,BANGLADESH,BANGLADESH-RAJSHAHI,12/22/2010,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
174,BANGLADESH,BANGLADESH-CHITTAGONG,12/23/2010,0,274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
175,BANGLADESH,BANGLADESH-RAJSHAHI,12/23/2010,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,BANGLADESH,BANGLADESH-CHITTAGONG,12/26/2010,0,229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0
177,BANGLADESH,BANGLADESH-RAJSHAHI,12/26/2010,0,177,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,BANGLADESH,BANGLADESH-CHITTAGONG,12/27/2010,0,285,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
179,BANGLADESH,BANGLADESH-RAJSHAHI,12/27/2010,0,186,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
